"value","quantile","location","scenario_id","model_projection_date","target","target_end_date","type","scenario_name","age_group"
11893.4116622844,0.01,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
11984.1752687401,0.025,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12101.801926689,0.05,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12304.8961656653,0.1,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12364.5564577421,0.15,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12446.7977392394,0.2,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12507.2487842991,0.25,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12545.6456619201,0.3,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12574.0291397678,0.35,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12608.7594265855,0.4,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12626.0920433603,0.45,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12716.0329220933,0.5,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12750.109609331,0.55,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12799.4254193763,0.6,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12861.3198905076,0.65,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12897.6402273191,0.7,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
12978.8057065938,0.75,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
13010.2092084747,0.8,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
13046.3212782162,0.85,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
13068.1406621854,0.9,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
13172.8175124756,0.95,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
13309.1265906036,0.975,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
13403.909019827,0.99,"US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
20232.6528741881,0.01,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
20421.1991484936,0.025,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
20604.4916177445,0.05,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
20738.1045499574,0.1,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
20867.0471450059,0.15,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
20971.952818045,0.2,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21101.7698863923,0.25,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21313.2796015412,0.3,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21401.5355600262,0.35,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21452.8890556494,0.4,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21594.7664232215,0.45,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21638.5041820283,0.5,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21726.5679586778,0.55,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21817.5427328632,0.6,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21846.2645179904,0.65,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21975.7643086421,0.7,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
21991.7361766589,0.75,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
22044.5041432278,0.8,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
22155.5897113503,0.85,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
22474.9391717537,0.9,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
22662.0985205619,0.95,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
22781.1059694901,0.975,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
23018.1779941097,0.99,"US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
14723.1098058859,0.01,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
14845.4847182419,0.025,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
14908.6880864014,0.05,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15091.9038907746,0.1,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15176.6812511457,0.15,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15304.2498622264,0.2,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15396.0226790267,0.25,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15488.2231290954,0.3,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15550.7716187983,0.35,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15582.0853790627,0.4,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15631.887597213,0.45,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15653.1377247326,0.5,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15687.6992857692,0.55,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15746.522791176,0.6,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15776.4045847764,0.65,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15851.7583207681,0.7,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15907.8260471414,0.75,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
15951.2311460421,0.8,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
16006.8203281267,0.85,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
16058.401994053,0.9,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
16213.0993365815,0.95,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
16408.4461791956,0.975,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
16504.3130354557,0.99,"US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
24712.3735153942,0.01,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
24870.7944675973,0.025,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
25091.3843067858,0.05,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
25417.6282758352,0.1,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
25839.8050779406,0.15,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
25916.0770691722,0.2,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26003.8609557617,0.25,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26075.2902838369,0.3,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26191.3549021239,0.35,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26351.9117929559,0.4,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26540.4169186292,0.45,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26675.1841329297,0.5,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26812.7252921427,0.55,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26926.1683561046,0.6,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
26996.4673733221,0.65,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
27105.036388925,0.7,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
27194.8843191214,0.75,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
27273.0294538466,0.8,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
27431.4894092618,0.85,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
27643.2454502362,0.9,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
27779.8979937763,0.95,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
28088.5217803547,0.975,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
28487.7624666648,0.99,"US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
4242.81401688698,0.01,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
4400.5874458141,0.025,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
4570.75344993803,0.05,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
4657.95563901506,0.1,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
4688.50588833029,0.15,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
4779.92821993959,0.2,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
4887.67722243958,0.25,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
4951.1646873272,0.3,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
4978.95401122385,0.35,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5031.7096298785,0.4,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5076.13191134528,0.45,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5107.58912723501,0.5,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5167.13631889383,0.55,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5208.49947936882,0.6,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5255.83331312847,0.65,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5284.79311568484,0.7,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5312.54615698265,0.75,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5368.55066806941,0.8,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5406.6396856675,0.85,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5427.91194906436,0.9,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5560.79314896536,0.95,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5729.25275625252,0.975,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5805.08522008366,0.99,"US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
9712.78976344202,0.01,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
10060.5547774865,0.025,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
10366.5367945525,0.05,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
10545.2463179379,0.1,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
10630.7312089058,0.15,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
10776.3865878353,0.2,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11013.9252409194,0.25,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11133.7835054193,0.3,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11202.7997879583,0.35,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11335.1112906878,0.4,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11374.5625999534,0.45,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11444.3837180386,0.5,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11587.5002863943,0.55,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11647.9285203231,0.6,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11710.5095381366,0.65,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11810.2275680753,0.7,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11903.1391755726,0.75,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11994.492812218,0.8,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12050.9791948632,0.85,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12065.9838115005,0.9,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12363.6384959624,0.95,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12665.7130743876,0.975,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12788.7220608465,0.99,"US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
16818.9811495545,0.01,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
17368.5960922657,0.025,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
17798.9669318624,0.05,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
18024.4191977709,0.1,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
18293.6989997041,0.15,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
18460.2745783562,0.2,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
18797.7488886153,0.25,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
18942.047426311,0.3,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19108.8487606813,0.35,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19261.5269539649,0.4,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19350.6440023761,0.45,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19444.3108089415,0.5,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19603.1211327584,0.55,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19742.2673866244,0.6,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19886.9655640427,0.65,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19977.2470068853,0.7,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
20160.0377592581,0.75,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
20254.6291292374,0.8,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
20314.1679641129,0.85,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
20419.7815617337,0.9,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
20868.5174717047,0.95,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
21211.687722233,0.975,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
21310.8171542109,0.99,"US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
25451.0929246364,0.01,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
26172.5380886058,0.025,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
26705.1113569625,0.05,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
26989.2535065063,0.1,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
27422.5032197879,0.15,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
27646.6412583273,0.2,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
28046.9442356512,0.25,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
28179.8911998268,0.3,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
28452.3496241876,0.35,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
28599.631410835,0.4,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
28738.3196917104,0.45,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
28887.4671231186,0.5,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
29027.4210567085,0.55,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
29271.6376771449,0.6,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
29431.9479696796,0.65,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
29581.0555003703,0.7,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
29749.6414824656,0.75,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
29920.708184648,0.8,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
30021.4622864646,0.85,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
30214.4667084452,0.9,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
30792.459207202,0.95,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
31027.3940953296,0.975,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
31279.08786852,0.99,"US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
35498.8298381,0.01,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
36336.2652524279,0.025,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
36935.9369086866,0.05,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
37339.8441315039,0.1,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
37783.2337544083,0.15,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
38121.480776354,0.2,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
38504.5430239081,0.25,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
38658.0811681107,0.3,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
38993.4772964788,0.35,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
39116.3418698501,0.4,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
39320.915721029,0.45,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
39465.9885130098,0.5,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
39717.9377360302,0.55,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
40020.4399576866,0.6,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
40185.312193439,0.65,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
40307.1048170814,0.7,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
40472.3309150119,0.75,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
40729.421708172,0.8,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
40948.2510085392,0.85,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
41191.1455972113,0.9,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
41544.7896561706,0.95,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
41925.5514174996,0.975,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
42262.6721289778,0.99,"US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
46851.8966393574,0.01,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
47707.0112761861,0.025,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
48358.6454565796,0.05,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
48884.327230058,0.1,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
49282.067977984,0.15,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
49669.0277040892,0.2,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
50000.7518802192,0.25,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
50257.3812228313,0.3,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
50404.5502523646,0.35,"US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
